Date,Close/Last,Volume,Open,High,Low
8/16/2018,$335.45 ,6045392,$339.91 ,$342.28 ,$333.82 
8/15/2018,$338.69 ,9073033,$341.91 ,$344.49 ,$332.14 
8/14/2018,$347.64 ,6948511,$358.45 ,$359.20 ,$347.10 
8/13/2018,$356.41 ,10444920,$361.13 ,$363.19 ,$349.02 
8/10/2018,$355.49 ,11530510,$354 ,$360 ,$346 
8/9/2018,$352.45 ,16951800,$365.55 ,$367.01 ,$345.73 
8/8/2018,$370.34 ,24535420,$369.09 ,$382.64 ,$367.12 
8/7/2018,$379.57 ,30596400,$343.84 ,$387.46 ,$339.15 
8/6/2018,$341.99 ,8536766,$345.46 ,$354.98 ,$341.82 
8/3/2018,$348.17 ,13646640,$347.81 ,$355 ,$342.53 
8/2/2018,$349.54 ,23159160,$328.44 ,$349.99 ,$323.16 
8/1/2018,$300.84 ,8768099,$297.99 ,$303 ,$293 
7/31/2018,$298.14 ,5055094,$292.25 ,$298.32 ,$289.07 
7/30/2018,$290.17 ,6799581,$295.90 ,$296.10 ,$286.13 
7/27/2018,$297.18 ,5694690,$307.25 ,$307.69 ,$295.34 
7/26/2018,$306.65 ,4619567,$304.85 ,$310.70 ,$303.64 
7/25/2018,$308.74 ,7031382,$296.74 ,$309.62 ,$294.50 
7/24/2018,$297.43 ,9586186,$304.42 ,$307.72 ,$292.55 
7/23/2018,$303.20 ,10974820,$301.84 ,$305.50 ,$292.86 
7/20/2018,$313.58 ,5159831,$321.23 ,$323.24 ,$311.71 
7/19/2018,$320.23 ,5907116,$316.33 ,$323.54 ,$314.01 
7/18/2018,$323.85 ,5610085,$325 ,$325.50 ,$316.25 
7/17/2018,$322.69 ,6987782,$308.81 ,$324.74 ,$308.50 
7/16/2018,$310.10 ,7800454,$311.71 ,$315.16 ,$306.25 
7/13/2018,$318.87 ,5866776,$315.58 ,$319.58 ,$309.25 
7/12/2018,$316.71 ,5711851,$321.43 ,$323.23 ,$312.77 
7/11/2018,$318.96 ,4878595,$315.80 ,$321.94 ,$315.07 
7/10/2018,$322.47 ,9437557,$324.56 ,$327.68 ,$319.20 
7/9/2018,$318.51 ,7579541,$311.99 ,$318.52 ,$308 
7/6/2018,$308.90 ,8860198,$304.96 ,$312.07 ,$302 
7/5/2018,$309.16 ,17457570,$313.76 ,$314.39 ,$296.22 
7/3/2018,$310.86 ,12282640,$331.75 ,$332.49 ,$309.69 
7/2/2018,$335.07 ,18732710,$360.07 ,$364.78 ,$329.85 
6/29/2018,$342.95 ,6475903,$353.33 ,$353.86 ,$342.41 
6/28/2018,$349.93 ,8388172,$348.66 ,$357.02 ,$346.11 
6/27/2018,$344.50 ,8313817,$345 ,$350.79 ,$339.50 
6/26/2018,$342 ,7434749,$336.05 ,$343.55 ,$325.80 
6/25/2018,$333.01 ,6925089,$330.12 ,$338.47 ,$327.50 
6/22/2018,$333.63 ,10253770,$351.54 ,$352.25 ,$332 
6/21/2018,$347.51 ,7949846,$362 ,$366.21 ,$346.27 
6/20/2018,$362.22 ,8370268,$358.04 ,$364.38 ,$352 
6/19/2018,$352.55 ,12734840,$365.16 ,$370 ,$346.25 
6/18/2018,$370.83 ,12025450,$355.40 ,$373.73 ,$354.50 
6/15/2018,$358.17 ,10827560,$353.84 ,$364.67 ,$351.25 
6/14/2018,$357.72 ,10961150,$347.63 ,$358.75 ,$346.60 
6/13/2018,$344.78 ,9401467,$346.71 ,$347.20 ,$339.80 
6/12/2018,$342.77 ,22256430,$344.70 ,$354.97 ,$338 
6/11/2018,$332.10 ,13166050,$322.51 ,$334.66 ,$322.50 
6/8/2018,$317.66 ,8192175,$319 ,$324.48 ,$317.15 
6/7/2018,$316.09 ,14336110,$316.15 ,$330 ,$313.58 
6/6/2018,$319.50 ,18742400,$300.50 ,$322.17 ,$297.48 
6/5/2018,$291.13 ,5877873,$297.70 ,$297.80 ,$286.74 
6/4/2018,$296.74 ,4793787,$294.34 ,$299 ,$293.55 
6/1/2018,$291.82 ,5417984,$285.86 ,$291.95 ,$283.84 
5/31/2018,$284.73 ,5912825,$287.21 ,$290.37 ,$282.93 
5/30/2018,$291.72 ,7473590,$283.29 ,$295.01 ,$281.60 
5/29/2018,$283.76 ,5657153,$278.51 ,$286.50 ,$276.15 
5/25/2018,$278.85 ,3872621,$277.63 ,$279.64 ,$275.61 
5/24/2018,$277.85 ,4170789,$278.40 ,$281.11 ,$274.89 
5/23/2018,$279.07 ,5972237,$277.76 ,$279.91 ,$274 
5/22/2018,$275.01 ,8938501,$287.76 ,$288 ,$273.42 
5/21/2018,$284.49 ,9167844,$281.33 ,$291.49 ,$281.30 
5/18/2018,$276.82 ,7243699,$284.65 ,$284.65 ,$274 
5/17/2018,$284.54 ,4418258,$285.90 ,$289.19 ,$283.97 
5/16/2018,$286.48 ,5669644,$283.83 ,$288.81 ,$281.56 
5/15/2018,$284.18 ,9509753,$285.01 ,$286.96 ,$280.50 
5/14/2018,$291.97 ,7265501,$303.32 ,$304.94 ,$291.62 
5/11/2018,$301.06 ,4665321,$307.70 ,$308.88 ,$299.08 
5/10/2018,$305.02 ,5642771,$307.50 ,$312.99 ,$304.11 
5/9/2018,$306.85 ,5712255,$300.41 ,$307.01 ,$300.05 
5/8/2018,$301.97 ,5927447,$300.80 ,$307.75 ,$299 
5/7/2018,$302.77 ,8673090,$297.50 ,$305.96 ,$295.17 
5/4/2018,$294.09 ,8565506,$283 ,$296.86 ,$279.52 
5/3/2018,$284.45 ,17339090,$278.79 ,$288.04 ,$275.23 
5/2/2018,$301.15 ,8346176,$298.57 ,$306.85 ,$297.78 
5/1/2018,$299.92 ,4614946,$293.51 ,$300.82 ,$293.22 
4/30/2018,$293.90 ,4224068,$293.61 ,$298.73 ,$292.50 
4/27/2018,$294.08 ,4346854,$285.37 ,$294.47 ,$283.83 
4/26/2018,$285.48 ,4348108,$278.75 ,$285.79 ,$276.50 
4/25/2018,$280.69 ,4000421,$283.50 ,$285.16 ,$277.25 
4/24/2018,$283.46 ,5678242,$285 ,$287.09 ,$278.46 
4/23/2018,$283.37 ,4880743,$291.29 ,$291.62 ,$282.33 
4/20/2018,$290.24 ,5622630,$295.17 ,$299.98 ,$289.75 
4/19/2018,$300.08 ,6083800,$291.08 ,$301.01 ,$288.55 
4/18/2018,$293.35 ,6531563,$291.08 ,$300.24 ,$288.16 
4/17/2018,$287.69 ,6931152,$288.87 ,$292.17 ,$282.51 
4/16/2018,$291.21 ,6289497,$299 ,$299.66 ,$289.01 
4/13/2018,$300.34 ,7319225,$303.60 ,$303.95 ,$295.98 
4/12/2018,$294.08 ,7595525,$302.32 ,$303.95 ,$293.68 
4/11/2018,$300.93 ,7470204,$300.74 ,$308.98 ,$299.66 
4/10/2018,$304.70 ,11017010,$298.97 ,$307.10 ,$293.68 
4/9/2018,$289.66 ,10241410,$300.37 ,$309.50 ,$289.21 
4/6/2018,$299.30 ,13516530,$301 ,$309.28 ,$295.50 
4/5/2018,$305.72 ,19025860,$289.34 ,$306.26 ,$288.20 
4/4/2018,$286.94 ,19880180,$252.78 ,$288.37 ,$252 
4/3/2018,$267.53 ,18829650,$269.82 ,$273.35 ,$254.49 
4/2/2018,$252.48 ,16093290,$256.26 ,$260.33 ,$244.59 
3/29/2018,$266.13 ,15014440,$256.49 ,$270.96 ,$248.21 
3/28/2018,$257.78 ,20962280,$264.58 ,$268.68 ,$252.10 
3/27/2018,$279.18 ,13787060,$304 ,$304.27 ,$277.18 
3/26/2018,$304.18 ,8364937,$307.34 ,$307.59 ,$291.36 
3/23/2018,$301.54 ,6639960,$311.25 ,$311.61 ,$300.45 
3/22/2018,$309.10 ,4924928,$313.89 ,$318.82 ,$308.18 
3/21/2018,$316.53 ,5954247,$310.25 ,$322.44 ,$310.19 
3/20/2018,$310.55 ,4761031,$314.87 ,$316.25 ,$308.76 
3/19/2018,$313.56 ,7467890,$316.50 ,$320.75 ,$309.67 
3/16/2018,$321.35 ,6113365,$325.96 ,$327.40 ,$319.07 
3/15/2018,$325.60 ,6554568,$329.38 ,$332.85 ,$321.10 
3/14/2018,$326.63 ,7952152,$336.76 ,$339.81 ,$323.93 
3/13/2018,$341.84 ,5960636,$344.92 ,$345.12 ,$336.26 
3/12/2018,$345.51 ,8252919,$328.61 ,$347.21 ,$326.50 
3/9/2018,$327.17 ,5502779,$324.10 ,$328.49 ,$322.37 
3/8/2018,$329.10 ,3514367,$332.86 ,$333.30 ,$326.27 
3/7/2018,$332.30 ,5001940,$325.44 ,$332.50 ,$321.74 
3/6/2018,$328.20 ,4236483,$333.75 ,$336.37 ,$327.03 
3/5/2018,$333.35 ,3820702,$332.39 ,$337.75 ,$329.29 
3/2/2018,$335.12 ,5088789,$326.98 ,$335.22 ,$322.97 
3/1/2018,$330.93 ,6872552,$345.01 ,$348.67 ,$330.07 
2/28/2018,$343.06 ,6066044,$352.57 ,$355.24 ,$342.22 
2/27/2018,$350.99 ,4785022,$356.25 ,$359.99 ,$350.01 
2/26/2018,$357.42 ,4334500,$353.50 ,$359 ,$352.36 
2/23/2018,$352.05 ,5814177,$347.83 ,$354.99 ,$347.10 
2/22/2018,$346.17 ,6961880,$335.53 ,$347.44 ,$334.75 
2/21/2018,$333.30 ,3207250,$336.03 ,$339.69 ,$333.17 
2/20/2018,$334.77 ,4005962,$334.47 ,$340.84 ,$331.50 
2/16/2018,$335.49 ,5640184,$332.50 ,$343.12 ,$331.64 
2/15/2018,$334.07 ,5909823,$324.50 ,$334.12 ,$322.40 
2/14/2018,$322.31 ,3948077,$320.84 ,$326.17 ,$318.52 
2/13/2018,$323.66 ,4554631,$315.02 ,$324.19 ,$312.51 
2/12/2018,$315.73 ,6224479,$316.13 ,$318.08 ,$306.25 
2/9/2018,$310.42 ,12924430,$319.93 ,$320.98 ,$294.76 
2/8/2018,$315.23 ,10296420,$343.31 ,$348.62 ,$314.60 
2/7/2018,$345 ,6729682,$338.99 ,$346 ,$335.66 
2/6/2018,$333.97 ,5080032,$325.21 ,$336.22 ,$323.50 
2/5/2018,$333.13 ,4441166,$337.97 ,$344.47 ,$333 
2/2/2018,$343.75 ,3696157,$348.44 ,$351.95 ,$340.51 
2/1/2018,$349.25 ,4187440,$351 ,$359.66 ,$348.63 
1/31/2018,$354.31 ,6199373,$347.51 ,$356.19 ,$345.19 
1/30/2018,$345.82 ,4710684,$345.14 ,$348.27 ,$342.17 
1/29/2018,$349.53 ,4738208,$339.85 ,$350.85 ,$338.28 
1/26/2018,$342.85 ,4535457,$341.50 ,$344 ,$335.71 
1/25/2018,$337.64 ,6725208,$348.27 ,$349.20 ,$336.40 
1/24/2018,$345.89 ,5277386,$354.58 ,$354.75 ,$343.52 
1/23/2018,$352.79 ,5447622,$360 ,$360.50 ,$351 
1/22/2018,$351.56 ,6199777,$349.40 ,$357.83 ,$349.20 
1/19/2018,$350.02 ,4871181,$345 ,$350.59 ,$342.60 
1/18/2018,$344.57 ,5679629,$345.67 ,$352.30 ,$343.74 
1/17/2018,$347.16 ,7092554,$340.47 ,$349 ,$339.75 
1/16/2018,$340.06 ,6429234,$337.54 ,$345 ,$334.80 
1/12/2018,$336.22 ,4822509,$338.63 ,$340.41 ,$333.67 
1/11/2018,$337.95 ,6640863,$335.24 ,$344.81 ,$333.26 
1/10/2018,$334.80 ,4303053,$332.20 ,$337 ,$330 
1/9/2018,$333.69 ,7134525,$335.16 ,$338.80 ,$327.41 
1/8/2018,$336.41 ,9832610,$316 ,$337.02 ,$315.50 
1/5/2018,$316.58 ,4588728,$316.62 ,$317.24 ,$312 
1/4/2018,$314.62 ,9944593,$312.87 ,$318.55 ,$305.68 
1/3/2018,$317.25 ,4438520,$321 ,$325.25 ,$315.55 
1/2/2018,$320.53 ,4345615,$312 ,$322.11 ,$311 
12/29/2017,$311.35 ,3769504,$316.18 ,$316.41 ,$310 
12/28/2017,$315.36 ,4306746,$311.75 ,$315.82 ,$309.54 
12/27/2017,$311.64 ,4705084,$316 ,$317.68 ,$310.75 
12/26/2017,$317.29 ,4368699,$323.83 ,$323.94 ,$316.58 
12/22/2017,$325.20 ,4207602,$329.51 ,$330.92 ,$324.82 
12/21/2017,$331.66 ,4369994,$329.59 ,$333.74 ,$327.21 
12/20/2017,$328.98 ,5907378,$332.69 ,$333.10 ,$325.04 
12/19/2017,$331.10 ,6820868,$340.26 ,$341.49 ,$330.30 
12/18/2017,$338.87 ,5466546,$344.90 ,$346.73 ,$337.58 
12/15/2017,$343.45 ,6921246,$342.04 ,$343.90 ,$335.76 
12/14/2017,$337.89 ,5792024,$341.01 ,$347.44 ,$336.90 
12/13/2017,$339.03 ,6217701,$340.93 ,$344.22 ,$336.50 
12/12/2017,$341.03 ,8715570,$330.45 ,$341.44 ,$330.03 
12/11/2017,$328.91 ,7926090,$314.63 ,$329.01 ,$313.75 
12/8/2017,$315.13 ,3466088,$314.60 ,$316.98 ,$311.26 
12/7/2017,$311.24 ,4779590,$312 ,$318.63 ,$311.05 
12/6/2017,$313.26 ,7184477,$300.10 ,$313.39 ,$300 
12/5/2017,$303.70 ,4643708,$302 ,$308 ,$301 
12/4/2017,$305.20 ,5834227,$306.50 ,$308.27 ,$300.61 
12/1/2017,$306.53 ,4286082,$305.44 ,$310.32 ,$305.05 
11/30/2017,$308.85 ,4345434,$308.56 ,$310.70 ,$304.54 
11/29/2017,$307.54 ,8757463,$317.30 ,$318 ,$301.23 
11/28/2017,$317.55 ,4941703,$316.36 ,$320 ,$313.92 
11/27/2017,$316.81 ,4537779,$313.25 ,$317.34 ,$309.51 
11/24/2017,$315.55 ,3244065,$313.79 ,$316.41 ,$311 
11/22/2017,$312.60 ,4913283,$316.77 ,$317.42 ,$311.84 
11/21/2017,$317.81 ,7256381,$310.86 ,$318.23 ,$308.71 
11/20/2017,$308.74 ,8241821,$313.79 ,$315.50 ,$304.75 
11/17/2017,$315.05 ,13720830,$325.67 ,$326.67 ,$313.15 
11/16/2017,$312.50 ,5794409,$313.99 ,$318.14 ,$311.30 
11/15/2017,$311.30 ,5951835,$306.01 ,$312.49 ,$301.50 
11/14/2017,$308.70 ,5661904,$315 ,$316.35 ,$306.90 
11/13/2017,$315.40 ,7565242,$300.13 ,$316.80 ,$299.11 
11/10/2017,$302.99 ,4621080,$302.50 ,$308.36 ,$301.85 
11/9/2017,$302.99 ,5440173,$302.50 ,$304.46 ,$296.30 
11/8/2017,$304.39 ,4725355,$305.50 ,$306.89 ,$301.30 
11/7/2017,$306.05 ,5284844,$301.02 ,$306.50 ,$300.03 
11/6/2017,$302.78 ,6480689,$307 ,$307.50 ,$299.01 
11/3/2017,$306.09 ,8885933,$299.50 ,$306.25 ,$295.13 
11/2/2017,$299.26 ,19771280,$300.13 ,$308.69 ,$292.63 
11/1/2017,$321.08 ,8242487,$332.25 ,$332.61 ,$320.26 
10/31/2017,$331.53 ,5650062,$320.23 ,$331.95 ,$320.18 
10/30/2017,$320.08 ,4247619,$319.18 ,$323.78 ,$317.25 
10/27/2017,$320.87 ,6968365,$319.75 ,$324.59 ,$316.66 
10/26/2017,$326.17 ,5010087,$327.78 ,$330.23 ,$323.20 
10/25/2017,$325.84 ,8583619,$336.70 ,$337.50 ,$323.56 
10/24/2017,$337.34 ,4485692,$338.80 ,$342.80 ,$336.16 
10/23/2017,$337.02 ,5739598,$349.88 ,$349.95 ,$336.25 
10/20/2017,$345.10 ,4925657,$352.69 ,$354.55 ,$344.34 
10/19/2017,$351.81 ,5055715,$355.56 ,$357.15 ,$348.20 
10/18/2017,$359.65 ,4936024,$355.97 ,$363 ,$354.13 
10/17/2017,$355.75 ,3290290,$350.91 ,$356.22 ,$350.07 
10/16/2017,$350.60 ,5373090,$353.76 ,$354.48 ,$347.16 
10/13/2017,$355.57 ,3538807,$356.98 ,$358.49 ,$353.68 
10/12/2017,$355.68 ,4073552,$352.95 ,$359.78 ,$352.64 
10/11/2017,$354.60 ,4494733,$353.89 ,$357.60 ,$351.15 
10/10/2017,$355.59 ,6972263,$346.80 ,$355.63 ,$345.53 
10/9/2017,$342.94 ,7461461,$349.65 ,$351.75 ,$342.67 
10/6/2017,$356.88 ,4272866,$353.10 ,$360.10 ,$352.25 
10/5/2017,$355.33 ,4167913,$356 ,$357.44 ,$351.35 
10/4/2017,$355.01 ,8147995,$351.25 ,$358.62 ,$349.60 
10/3/2017,$348.14 ,10122550,$335.90 ,$348.55 ,$331.28 
10/2/2017,$341.53 ,5227547,$342.52 ,$343.70 ,$335.51 
9/29/2017,$341.10 ,5099051,$341.86 ,$344.68 ,$338.60 
9/28/2017,$339.60 ,5309779,$339.88 ,$342.75 ,$335.40 
9/27/2017,$340.97 ,6027375,$349.90 ,$351.49 ,$340.50 
9/26/2017,$345.25 ,7149649,$350.93 ,$351.24 ,$340.90 
9/25/2017,$344.99 ,7587158,$353.15 ,$357.47 ,$342.88 
9/22/2017,$351.09 ,8142895,$366.49 ,$369.90 ,$350.88 
9/21/2017,$366.48 ,4610872,$374.90 ,$376.83 ,$364.51 
9/20/2017,$373.91 ,4909958,$373 ,$378.25 ,$371.07 
9/19/2017,$375.10 ,6435208,$380 ,$382.39 ,$373.57 
9/18/2017,$385 ,7177773,$380.25 ,$389.61 ,$377.68 
9/15/2017,$379.81 ,5407227,$374.51 ,$380 ,$372.70 
9/14/2017,$377.64 ,7170263,$364.33 ,$377.96 ,$362.63 
9/13/2017,$366.23 ,4171185,$363.82 ,$368.07 ,$359.59 
9/12/2017,$362.75 ,5966204,$364.49 ,$368.76 ,$360.40 
9/11/2017,$363.69 ,7651000,$351.35 ,$363.71 ,$350 
9/8/2017,$343.40 ,3261333,$348.99 ,$349.78 ,$342.30 
9/7/2017,$350.61 ,4235045,$345.98 ,$352.48 ,$343.45 
9/6/2017,$344.53 ,4082001,$349.50 ,$350.98 ,$341.56 
9/5/2017,$349.59 ,3836402,$353.80 ,$355.49 ,$345.89 
9/1/2017,$355.40 ,3048550,$356.12 ,$357.59 ,$353.69 
8/31/2017,$355.90 ,4063330,$353.55 ,$358.44 ,$352.82 
8/30/2017,$353.18 ,3404165,$349.67 ,$353.47 ,$347 
8/29/2017,$347.36 ,4069303,$339.48 ,$349.05 ,$338.75 
8/28/2017,$345.66 ,3746240,$347.28 ,$347.35 ,$339.72 
8/25/2017,$348.05 ,3475186,$354.24 ,$355.69 ,$347.30 
8/24/2017,$352.93 ,4571574,$352.52 ,$356.66 ,$349.74 
8/23/2017,$352.77 ,4941947,$338.99 ,$353.49 ,$338.30 
8/22/2017,$341.35 ,4314268,$341.13 ,$342.24 ,$337.37 
8/21/2017,$337.86 ,6489850,$345.82 ,$345.82 ,$331.85 
8/18/2017,$347.46 ,5390805,$352.91 ,$354 ,$345.80 
8/17/2017,$351.92 ,5010825,$361.21 ,$363.30 ,$351.59 
8/16/2017,$362.91 ,3406173,$363 ,$366.50 ,$362.52 
8/15/2017,$362.33 ,3084601,$365.20 ,$365.49 ,$359.37 
8/14/2017,$363.80 ,4507969,$364.63 ,$367.66 ,$362.60 
8/11/2017,$357.87 ,4357562,$356.97 ,$361.26 ,$353.62 
8/10/2017,$355.40 ,7063054,$361.60 ,$366.65 ,$354.66 
8/9/2017,$363.53 ,6881182,$361 ,$370 ,$358.95 
8/8/2017,$365.22 ,7431838,$357.53 ,$368.58 ,$357.40 
8/7/2017,$355.17 ,6309331,$357.35 ,$359.48 ,$352.75 
8/4/2017,$356.91 ,9233295,$347 ,$357.27 ,$343.30 
8/3/2017,$347.09 ,13524270,$345.33 ,$350 ,$343.15 
8/2/2017,$325.89 ,11942350,$318.94 ,$327.12 ,$311.22 
8/1/2017,$319.57 ,8284997,$323 ,$324.45 ,$316.13 
7/31/2017,$323.47 ,8525454,$335.50 ,$341.49 ,$321.04 
7/28/2017,$335.07 ,4869891,$336.89 ,$339.60 ,$332.51 
7/27/2017,$334.46 ,8285879,$346 ,$347.50 ,$326.29 
7/26/2017,$343.85 ,4809514,$340.36 ,$345.50 ,$338.12 
7/25/2017,$339.60 ,6977932,$345 ,$345.60 ,$334.15 
7/24/2017,$342.52 ,8598292,$330.24 ,$343.40 ,$330.01 
7/21/2017,$328.40 ,4871708,$329.46 ,$331.26 ,$325.80 
7/20/2017,$329.92 ,5142516,$326.90 ,$330.22 ,$324.20 
7/19/2017,$325.26 ,6345884,$328.23 ,$331.65 ,$323.22 
7/18/2017,$328.24 ,6360710,$317.50 ,$329.13 ,$315.66 
7/17/2017,$319.57 ,9827506,$325.54 ,$327.10 ,$313.45 
7/14/2017,$327.78 ,5607924,$323.19 ,$328.42 ,$321.22 
7/13/2017,$323.41 ,8582315,$330.11 ,$331.60 ,$319.97 
7/12/2017,$329.52 ,10317240,$330.40 ,$333.10 ,$324.50 
7/11/2017,$327.22 ,11526760,$316 ,$327.28 ,$314.30 
7/10/2017,$316.05 ,13760290,$312.90 ,$317.94 ,$303.13 
7/7/2017,$313.22 ,14129950,$313.50 ,$317 ,$307.38 
7/6/2017,$308.83 ,19258040,$317.26 ,$320.79 ,$306.30 
7/5/2017,$327.09 ,16998300,$347.20 ,$347.24 ,$326.33 
7/3/2017,$352.62 ,6305401,$370.24 ,$371.35 ,$351.50 
6/30/2017,$361.61 ,5823046,$363.71 ,$366.77 ,$359.62 
6/29/2017,$360.75 ,8202463,$370.61 ,$371 ,$354.10 
6/28/2017,$371.24 ,6290323,$366.68 ,$371.74 ,$362.52 
6/27/2017,$362.37 ,6977494,$376.40 ,$376.40 ,$362.02 
6/26/2017,$377.49 ,6596854,$386.69 ,$386.95 ,$373.10 
6/23/2017,$383.45 ,6425180,$382.45 ,$386.99 ,$379.35 
6/22/2017,$382.61 ,7510406,$377.99 ,$385 ,$373.57 
6/21/2017,$376.40 ,4916770,$374.35 ,$376.99 ,$368.02 
6/20/2017,$372.24 ,7419110,$376.67 ,$378.88 ,$369.73 
6/19/2017,$369.80 ,6433434,$375 ,$376.70 ,$367.80 
6/16/2017,$371.40 ,6347450,$377.98 ,$378.01 ,$370.10 
6/15/2017,$375.34 ,10412650,$372.50 ,$375.46 ,$366.49 
6/14/2017,$380.66 ,12778480,$381.09 ,$384.25 ,$376.31 
6/13/2017,$375.95 ,11773370,$367.62 ,$376 ,$366.61 
6/12/2017,$359.01 ,10507860,$357.99 ,$364.50 ,$350.62 
6/9/2017,$357.32 ,17250060,$374.42 ,$376.87 ,$354.80 
6/8/2017,$370 ,9028677,$363.75 ,$371.90 ,$360.22 
6/7/2017,$359.65 ,9348692,$356.34 ,$360.50 ,$355.14 
6/6/2017,$352.85 ,11031920,$344.70 ,$359.49 ,$339.97 
6/5/2017,$347.32 ,6769174,$338.50 ,$348.44 ,$334.21 
6/2/2017,$339.85 ,5583952,$339.77 ,$342.88 ,$335.93 
6/1/2017,$340.37 ,7601764,$344 ,$344.88 ,$337.29 
5/31/2017,$341.01 ,9937556,$337.69 ,$342.89 ,$335.16 
5/30/2017,$335.10 ,7771536,$326 ,$336.28 ,$325.76 
5/26/2017,$325.14 ,7793009,$317.28 ,$325.49 ,$316.31 
5/25/2017,$316.83 ,5000432,$311.02 ,$316.97 ,$307.81 
5/24/2017,$310.22 ,5035192,$306.51 ,$311 ,$305.40 
5/23/2017,$303.86 ,4314267,$310.46 ,$310.73 ,$303.48 
5/22/2017,$310.35 ,4324305,$312.80 ,$314.37 ,$306.80 
5/19/2017,$310.83 ,4654580,$315.50 ,$316.50 ,$310.20 
5/18/2017,$313.06 ,5609153,$307 ,$313.94 ,$305.31 
5/17/2017,$306.11 ,6695657,$314.39 ,$314.63 ,$305.50 
5/16/2017,$317.01 ,4141066,$317.59 ,$320.06 ,$315.14 
5/15/2017,$315.88 ,7606854,$318.38 ,$320.20 ,$312.53 
5/12/2017,$324.81 ,4118613,$325.48 ,$327 ,$321.53 
5/11/2017,$323.10 ,4747172,$323.40 ,$326 ,$319.60 
5/10/2017,$325.22 ,5734524,$321.56 ,$325.50 ,$318.12 
5/9/2017,$321.26 ,9663374,$309.38 ,$321.99 ,$309.10 
5/8/2017,$307.19 ,7002907,$310.90 ,$313.79 ,$305.82 
5/5/2017,$308.35 ,8117449,$298 ,$308.55 ,$296.80 
5/4/2017,$295.46 ,14135990,$307.44 ,$307.77 ,$290.76 
5/3/2017,$311.02 ,6879259,$317.67 ,$321.53 ,$310.45 
5/2/2017,$318.89 ,5316551,$324 ,$327.66 ,$316.56 
5/1/2017,$322.83 ,8819888,$314.88 ,$327.25 ,$314.81 
4/28/2017,$314.07 ,4496659,$309.83 ,$314.80 ,$308 
4/27/2017,$308.63 ,3462663,$311.69 ,$313.09 ,$307.50 
4/26/2017,$310.17 ,4683131,$312.37 ,$314.50 ,$309 
4/25/2017,$313.79 ,6734162,$308 ,$313.98 ,$305.86 
4/24/2017,$308.03 ,5077771,$309.22 ,$310.55 ,$306.02 
4/21/2017,$305.60 ,4501958,$302 ,$306.40 ,$300.42 
4/20/2017,$302.51 ,6145961,$306.51 ,$309.15 ,$300.23 
4/19/2017,$305.52 ,3891145,$302.46 ,$306.62 ,$302.11 
4/18/2017,$300.25 ,3034225,$299.70 ,$300.84 ,$297.90 
4/17/2017,$301.44 ,4128067,$302.70 ,$304 ,$298.68 
4/13/2017,$304 ,9275682,$296.70 ,$307.39 ,$295.30 
4/12/2017,$296.84 ,6043648,$306.34 ,$308.45 ,$296.32 
4/11/2017,$308.71 ,5718053,$313.38 ,$313.47 ,$305.50 
4/10/2017,$312.39 ,7653623,$309.15 ,$313.73 ,$308.71 
4/7/2017,$302.54 ,4566632,$297.50 ,$302.69 ,$297.15 
4/6/2017,$298.70 ,5517731,$296.88 ,$301.94 ,$294.10 
4/5/2017,$295 ,7858565,$302.04 ,$304.88 ,$294.20 
4/4/2017,$303.70 ,10108230,$296.89 ,$304.81 ,$294.53 
4/3/2017,$298.52 ,13864850,$286.90 ,$299 ,$284.58 
3/31/2017,$278.30 ,3293698,$278.73 ,$279.68 ,$276.32 
3/30/2017,$277.92 ,4141437,$278.04 ,$282 ,$277.21 
3/29/2017,$277.38 ,3672526,$278.34 ,$279.60 ,$275.54 
3/28/2017,$277.45 ,7978665,$277.02 ,$280.68 ,$275 
3/27/2017,$270.22 ,6221361,$260.60 ,$270.57 ,$259.75 
3/24/2017,$263.16 ,5637668,$255.70 ,$263.89 ,$255.01 
3/23/2017,$254.78 ,3309844,$255.39 ,$257.67 ,$253.30 
3/22/2017,$255.01 ,4056735,$251.56 ,$255.07 ,$250.51 
3/21/2017,$250.68 ,6901555,$262.83 ,$264.80 ,$250.24 
3/20/2017,$261.92 ,3601616,$260.60 ,$264.55 ,$258.82 
3/17/2017,$261.50 ,6491018,$264 ,$265.33 ,$261.20 
3/16/2017,$262.05 ,7127180,$262.40 ,$265.75 ,$259.06 
3/15/2017,$255.73 ,5233365,$257 ,$261 ,$254.27 
3/14/2017,$258 ,7581719,$246.11 ,$258.12 ,$246.02 
3/13/2017,$246.17 ,3011280,$244.82 ,$246.85 ,$242.78 
3/10/2017,$243.69 ,3062785,$246.21 ,$246.50 ,$243 
3/9/2017,$244.90 ,3876494,$247.63 ,$248.66 ,$243 
3/8/2017,$246.87 ,3726746,$247 ,$250.07 ,$245.32 
3/7/2017,$248.59 ,3452587,$251.92 ,$253.89 ,$248.32 
3/6/2017,$251.21 ,3353601,$247.91 ,$251.70 ,$247.51 
3/3/2017,$251.57 ,2925481,$250.74 ,$251.90 ,$249 
3/2/2017,$250.48 ,3345751,$249.71 ,$253.28 ,$248.27 
3/1/2017,$250.02 ,4804963,$254.18 ,$254.85 ,$249.11 
2/28/2017,$249.99 ,6073890,$244.19 ,$251 ,$243.90 
2/27/2017,$246.23 ,11450160,$248.17 ,$248.36 ,$242.01 
2/24/2017,$257 ,8166869,$252.66 ,$258.25 ,$250.20 
