Date,Close/Last,Volume,Open,High,Low
8/31/2015,$249.06 ,4688373,$245.62 ,$254.95 ,$245.51 
8/28/2015,$248.48 ,5507336,$241.86 ,$251.45 ,$241.57 
8/27/2015,$242.99 ,7645773,$231 ,$244.75 ,$230.81 
8/26/2015,$224.84 ,4951300,$227.93 ,$228 ,$215.51 
8/25/2015,$220.03 ,4313679,$230.52 ,$230.90 ,$219.12 
8/24/2015,$218.87 ,9562484,$202.79 ,$231.40 ,$195 
8/21/2015,$230.77 ,6578435,$236 ,$243.80 ,$230.51 
8/20/2015,$242.18 ,4892170,$252.06 ,$254.56 ,$241.90 
8/19/2015,$255.25 ,3598937,$260.33 ,$260.65 ,$255.02 
8/18/2015,$260.72 ,4186051,$255.38 ,$260.95 ,$253.56 
8/17/2015,$254.99 ,7168396,$255.56 ,$256.59 ,$250.51 
8/14/2015,$243.15 ,4360693,$247.24 ,$247.93 ,$241.77 
8/13/2015,$242.51 ,4683330,$239.86 ,$246.48 ,$239.12 
8/12/2015,$238.17 ,3730138,$235 ,$239.77 ,$232.74 
8/11/2015,$237.37 ,4260892,$237.15 ,$239.30 ,$234.44 
8/10/2015,$241.14 ,4179307,$238.15 ,$242.97 ,$236.05 
8/7/2015,$242.51 ,5069602,$243.58 ,$243.73 ,$238.39 
8/6/2015,$246.13 ,14617820,$249.54 ,$255 ,$236.12 
8/5/2015,$270.13 ,5969245,$263.58 ,$271 ,$260.40 
8/4/2015,$266.28 ,2336152,$260.01 ,$266.72 ,$258.34 
8/3/2015,$259.99 ,2547164,$266.29 ,$266.71 ,$257.07 
7/31/2015,$266.15 ,2218004,$267.60 ,$269.36 ,$265.12 
7/30/2015,$266.79 ,2030605,$262.69 ,$266.94 ,$262.11 
7/29/2015,$263.82 ,2782886,$264.27 ,$267.89 ,$262 
7/28/2015,$264.82 ,3879330,$255.75 ,$265.40 ,$251.84 
7/27/2015,$253.01 ,4688874,$262.43 ,$264.43 ,$250.79 
7/24/2015,$265.41 ,2834521,$267.38 ,$271.09 ,$263.92 
7/23/2015,$267.20 ,2222481,$269.65 ,$269.90 ,$265.27 
7/22/2015,$267.87 ,3097326,$261.27 ,$269.44 ,$260.86 
7/21/2015,$266.77 ,6091632,$270.05 ,$273.50 ,$266.55 
7/20/2015,$282.26 ,4969754,$275 ,$286.65 ,$272.54 
7/17/2015,$274.66 ,4996689,$272.50 ,$275.54 ,$268.25 
7/16/2015,$266.68 ,1598253,$264.22 ,$267.20 ,$263.16 
7/15/2015,$263.14 ,2006860,$266.74 ,$267.49 ,$262.08 
7/14/2015,$265.65 ,1905569,$262.10 ,$265.99 ,$260.51 
7/13/2015,$262.16 ,2951397,$262.25 ,$262.55 ,$256.05 
7/10/2015,$259.15 ,2605215,$262.22 ,$263 ,$257.82 
7/9/2015,$257.92 ,3329764,$259.08 ,$262.95 ,$256.79 
7/8/2015,$254.96 ,6212610,$259.32 ,$260.80 ,$254.31 
7/7/2015,$267.88 ,6096385,$275 ,$275.20 ,$260.77 
7/6/2015,$279.72 ,4109259,$278.88 ,$281.69 ,$276.30 
7/2/2015,$280.02 ,7155585,$280.20 ,$282.45 ,$273.31 
7/1/2015,$269.15 ,2100019,$271.11 ,$272.62 ,$267.85 
6/30/2015,$268.26 ,3084435,$264.80 ,$270.92 ,$264 
6/29/2015,$262.02 ,3471452,$261.95 ,$265.95 ,$260.70 
6/26/2015,$267.09 ,3829660,$268.89 ,$269.11 ,$266 
6/25/2015,$268.79 ,2844993,$266.45 ,$271.41 ,$265.25 
6/24/2015,$265.17 ,2411492,$266.98 ,$267.35 ,$263.72 
6/23/2015,$267.67 ,3864602,$260.32 ,$268 ,$258.57 
6/22/2015,$259.79 ,4559072,$262.15 ,$264.40 ,$255.69 
6/19/2015,$262.51 ,2458900,$262.40 ,$263.80 ,$260.10 
6/18/2015,$261.89 ,2781441,$262 ,$263.46 ,$260.02 
6/17/2015,$260.41 ,5500560,$252.17 ,$264.36 ,$252.02 
6/16/2015,$253.12 ,1980918,$250.13 ,$253.44 ,$249.10 
6/15/2015,$250.38 ,2182932,$249.70 ,$251.28 ,$246.01 
6/12/2015,$250.69 ,1418457,$250.21 ,$253.46 ,$250.21 
6/11/2015,$251.41 ,2040973,$253.26 ,$254.37 ,$250.43 
6/10/2015,$250.70 ,3452631,$251.90 ,$254 ,$248.50 
6/9/2015,$256 ,2596059,$255.40 ,$257.74 ,$254.14 
6/8/2015,$256.29 ,5006944,$250.85 ,$258.75 ,$250.31 
6/5/2015,$249.14 ,3019837,$246 ,$249.70 ,$245.68 
6/4/2015,$245.92 ,2425588,$247.50 ,$249.30 ,$245.71 
6/3/2015,$248.99 ,1778102,$248.20 ,$250.72 ,$247.01 
6/2/2015,$248.35 ,2129438,$248.92 ,$249.40 ,$246.30 
6/1/2015,$249.45 ,2502238,$251.41 ,$251.60 ,$247.47 
5/29/2015,$250.80 ,3785112,$251 ,$252.87 ,$249.43 
5/28/2015,$251.45 ,3646063,$247.03 ,$251.80 ,$245.05 
5/27/2015,$247.43 ,3403988,$248.51 ,$249.50 ,$245.55 
5/26/2015,$247.46 ,3490996,$247.68 ,$252 ,$246.50 
5/22/2015,$247.73 ,2219309,$245.38 ,$248.60 ,$245.01 
5/21/2015,$245.62 ,1966567,$243.03 ,$246.62 ,$242.36 
5/20/2015,$244.35 ,3749479,$247.13 ,$247.74 ,$241.37 
5/19/2015,$247.14 ,3668199,$248.43 ,$251 ,$246.15 
5/18/2015,$248.75 ,3349931,$247 ,$249.90 ,$246 
5/15/2015,$248.84 ,4519337,$243.93 ,$249.40 ,$242.50 
5/14/2015,$244.10 ,2847083,$244.82 ,$244.89 ,$241.25 
5/13/2015,$243.18 ,5432689,$247.61 ,$248.30 ,$242.25 
5/12/2015,$244.74 ,6345797,$240.11 ,$246.35 ,$238.19 
5/11/2015,$239.49 ,5663800,$236.29 ,$242.88 ,$235.31 
5/8/2015,$236.61 ,4665445,$235.99 ,$238.41 ,$233.70 
5/7/2015,$236.80 ,9439902,$221 ,$237.48 ,$220.25 
5/6/2015,$230.43 ,5083776,$234.10 ,$234.47 ,$228.20 
5/5/2015,$232.95 ,5782731,$237.76 ,$239.50 ,$229.13 
5/4/2015,$230.51 ,4427259,$228.18 ,$234.73 ,$227.11 
5/1/2015,$226.03 ,5276924,$229.94 ,$231.77 ,$220.41 
4/30/2015,$226.05 ,3892230,$230.39 ,$232.89 ,$225.17 
4/29/2015,$232.45 ,3931287,$230.05 ,$234.97 ,$227.63 
4/28/2015,$230.48 ,6080178,$234.75 ,$235.50 ,$228.03 
4/27/2015,$231.55 ,11659100,$222.56 ,$238.75 ,$222 
4/24/2015,$218.43 ,2426356,$220.50 ,$220.80 ,$218.01 
4/23/2015,$218.60 ,4408384,$218.27 ,$221.48 ,$217.15 
4/22/2015,$219.44 ,7855513,$212.50 ,$221.88 ,$211.69 
4/21/2015,$209.41 ,3416177,$205.80 ,$210.75 ,$204.31 
4/20/2015,$205.27 ,2558913,$206.78 ,$207.85 ,$203.85 
4/17/2015,$206.79 ,2465551,$204.99 ,$206.88 ,$203.50 
4/16/2015,$206.70 ,1657018,$207.70 ,$209.17 ,$206.29 
4/15/2015,$207.83 ,1943802,$207.46 ,$209.59 ,$206.60 
4/14/2015,$207.46 ,3019087,$208.57 ,$209.49 ,$205.50 
4/13/2015,$209.78 ,3757220,$210.44 ,$213 ,$209.05 
4/10/2015,$210.90 ,4020850,$209.85 ,$211.65 ,$209 
4/9/2015,$210.09 ,3779853,$208.43 ,$210.37 ,$206.12 
4/8/2015,$207.67 ,6279713,$208.20 ,$210.90 ,$205.87 
4/7/2015,$203.25 ,4340295,$202.51 ,$205.06 ,$201.14 
4/6/2015,$203.10 ,12422770,$198 ,$207.75 ,$197.50 
4/2/2015,$191 ,5004742,$190.23 ,$193.23 ,$190 
4/1/2015,$187.59 ,3791479,$188.70 ,$192.30 ,$186.05 
3/31/2015,$188.77 ,5017950,$193.53 ,$193.76 ,$188.41 
3/30/2015,$190.57 ,10062310,$185.85 ,$192.25 ,$181.80 
3/27/2015,$185 ,8596563,$189.07 ,$189.29 ,$181.40 
3/26/2015,$190.41 ,4120184,$193.92 ,$194.79 ,$189.70 
3/25/2015,$194.30 ,5721582,$198.27 ,$198.59 ,$192.70 
3/24/2015,$201.72 ,3640866,$201.58 ,$203.79 ,$199.75 
3/23/2015,$199.63 ,2622492,$198.50 ,$200.50 ,$197.47 
3/20/2015,$198.08 ,4250076,$197.45 ,$198.99 ,$195.62 
3/19/2015,$195.65 ,8468846,$202 ,$204.59 ,$194.53 
3/18/2015,$200.71 ,4796873,$194.96 ,$200.88 ,$193.11 
3/17/2015,$194.73 ,4890265,$195.43 ,$198.71 ,$193.94 
3/16/2015,$195.70 ,5617028,$192 ,$195.91 ,$189.80 
3/13/2015,$188.68 ,5421293,$188.95 ,$191.75 ,$187.32 
3/12/2015,$191.07 ,4139769,$193.75 ,$194.45 ,$189.75 
3/11/2015,$193.74 ,4968406,$191.15 ,$196.18 ,$191.01 
3/10/2015,$190.32 ,5539041,$188.46 ,$193.50 ,$187.60 
3/9/2015,$190.88 ,6732511,$194.39 ,$194.49 ,$188.25 
3/6/2015,$193.88 ,6705451,$199.21 ,$200.75 ,$192.15 
3/5/2015,$200.63 ,4870131,$202.85 ,$206.19 ,$200.15 
3/4/2015,$202.44 ,4215255,$199.25 ,$202.52 ,$197.21 
3/3/2015,$199.56 ,4430800,$196.81 ,$200.24 ,$195.32 
3/2/2015,$197.33 ,7910402,$202.70 ,$203.34 ,$195.83 
2/27/2015,$203.34 ,3871397,$206.90 ,$208.55 ,$202.80 
2/26/2015,$207.19 ,6468020,$204 ,$211.09 ,$202.22 
2/25/2015,$203.76 ,3907505,$204.94 ,$207.14 ,$202.58 
2/24/2015,$204.11 ,6587298,$207.29 ,$207.29 ,$201.70 
2/23/2015,$207.34 ,8487131,$215.66 ,$218.20 ,$206.33 
2/20/2015,$217.11 ,5978376,$210.78 ,$217.60 ,$209.81 
2/19/2015,$211.71 ,5137203,$205 ,$212.44 ,$203.75 
2/18/2015,$204.46 ,2710898,$204.17 ,$206.17 ,$202.60 
2/17/2015,$204.35 ,3964555,$205.70 ,$205.70 ,$201.50 
2/13/2015,$203.77 ,6148207,$202.90 ,$205.99 ,$200.91 
2/12/2015,$202.88 ,15626830,$193.57 ,$203.09 ,$193.28 
